True_Label,Predicted_Label,Confidence
Tomato_Bacterial_spot,Tomato_Bacterial_spot,71.65292
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.58029
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.08889
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.753334
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,55.241783
Tomato_Bacterial_spot,Tomato_Bacterial_spot,85.605446
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,83.8263
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.747215
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.109314
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.03253
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,55.041832
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.974915
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.10701
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.55174
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.62796
Tomato_Bacterial_spot,Tomato_Bacterial_spot,78.614265
Tomato_Bacterial_spot,Tomato_Bacterial_spot,62.847404
Tomato_Bacterial_spot,Tomato_Early_blight,47.948418
Tomato_Bacterial_spot,Tomato__Target_Spot,68.04589
Tomato_Bacterial_spot,Tomato_Bacterial_spot,91.071465
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.579796
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.41023
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.95762
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.67427
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.69092
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.72292
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.840416
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.062164
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.89633
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.665146
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.92891
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.66184
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.569405
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.393845
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.58347
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.580696
Tomato_Bacterial_spot,Tomato_Bacterial_spot,84.643486
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.67041
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.869316
Tomato_Bacterial_spot,Tomato_Leaf_Mold,67.45083
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.35798
Tomato_Bacterial_spot,Tomato_Bacterial_spot,79.341
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.55903
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.11152
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,90.36883
Tomato_Bacterial_spot,Tomato_Bacterial_spot,79.071754
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.02375
Tomato_Bacterial_spot,Tomato_Bacterial_spot,77.45279
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.30212
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.559395
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.1347
Tomato_Bacterial_spot,Tomato__Tomato_YellowLeaf__Curl_Virus,81.80015
Tomato_Bacterial_spot,Tomato_Bacterial_spot,66.75614
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.20447
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,92.58206
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.76382
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,70.20395
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.03863
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.52708
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.324196
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.81109
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.93421
Tomato_Bacterial_spot,Tomato_Bacterial_spot,64.59477
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.41789
Tomato_Bacterial_spot,Tomato_Bacterial_spot,89.67793
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.00215
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.04768
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.65978
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,95.78229
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.71738
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.44151
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.55903
Tomato_Bacterial_spot,Tomato_Bacterial_spot,66.533554
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.74183
Tomato_Bacterial_spot,Tomato_Early_blight,41.962795
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.00938
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.709045
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.80568
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.323105
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.864586
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,70.62162
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.45653
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.547615
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.553444
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.87925
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.36757
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.37219
Tomato_Bacterial_spot,Tomato_Bacterial_spot,55.674522
Tomato_Bacterial_spot,Tomato_Bacterial_spot,85.45933
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.96846
Tomato_Bacterial_spot,Tomato_Bacterial_spot,85.2925
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.875694
Tomato_Bacterial_spot,Tomato_Bacterial_spot,83.36572
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.8286
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.39807
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.37647
Tomato_Bacterial_spot,Tomato_Bacterial_spot,76.10905
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.061386
Tomato_Bacterial_spot,Tomato_Late_blight,90.376785
Tomato_Bacterial_spot,Tomato_Bacterial_spot,68.8496
Tomato_Bacterial_spot,Tomato_Bacterial_spot,67.24484
Tomato_Bacterial_spot,Tomato_Bacterial_spot,85.21307
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.2884
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.353775
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.374306
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.10625
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.673775
Tomato_Bacterial_spot,Tomato_Bacterial_spot,84.598656
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.72394
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.44405
Tomato_Bacterial_spot,Tomato_Bacterial_spot,82.12321
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.56093
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.0182
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.924866
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.02374
Tomato_Bacterial_spot,Tomato_Bacterial_spot,79.89133
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.822174
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.631386
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.925934
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,75.82696
Tomato_Bacterial_spot,Tomato_Bacterial_spot,78.02751
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.95845
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,51.381744
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.909485
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.65383
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.157425
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,80.74081
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,60.411877
Tomato_Bacterial_spot,Tomato_Bacterial_spot,49.103264
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.4078
Tomato_Bacterial_spot,Tomato_Bacterial_spot,41.419834
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.15659
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.87426
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.95359
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.73271
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.725746
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.65591
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.690506
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.577805
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.15937
Tomato_Bacterial_spot,Tomato_Bacterial_spot,47.660557
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.87277
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,64.88232
Tomato_Bacterial_spot,Tomato_Bacterial_spot,85.5577
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.97874
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.60809
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.28187
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.92161
Tomato_Bacterial_spot,Tomato_Late_blight,50.460636
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.62244
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.68109
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.03324
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.55504
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.72683
Tomato_Bacterial_spot,Tomato_Bacterial_spot,36.193283
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.60917
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.981964
Tomato_Bacterial_spot,Tomato_Bacterial_spot,89.24664
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.4984
Tomato_Bacterial_spot,Tomato_Bacterial_spot,53.371544
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.68598
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.7585
Tomato_Bacterial_spot,Tomato_Bacterial_spot,59.78902
Tomato_Bacterial_spot,Tomato_Bacterial_spot,91.25732
Tomato_Bacterial_spot,Tomato_Bacterial_spot,51.97271
Tomato_Bacterial_spot,Tomato_Bacterial_spot,74.31955
Tomato_Bacterial_spot,Tomato_Bacterial_spot,53.30182
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.895515
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.609375
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.475784
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.41767
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.51436
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.297
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.80342
Tomato_Bacterial_spot,Tomato_Bacterial_spot,82.198814
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.22329
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.718
Tomato_Bacterial_spot,Tomato_Bacterial_spot,89.87669
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.768425
Tomato_Bacterial_spot,Tomato_Late_blight,77.940674
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.019875
Tomato_Bacterial_spot,Tomato_Bacterial_spot,84.29503
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,78.44108
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.197586
Tomato_Bacterial_spot,Tomato_Bacterial_spot,58.44117
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.51182
Tomato_Bacterial_spot,Tomato_Spider_mites_Two_spotted_spider_mite,77.26898
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.33717
Tomato_Bacterial_spot,Tomato_Bacterial_spot,81.03151
Tomato_Bacterial_spot,Tomato_Bacterial_spot,65.5443
Tomato_Bacterial_spot,Tomato_Bacterial_spot,67.39874
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.891266
Tomato_Bacterial_spot,Tomato_Bacterial_spot,80.03869
Tomato_Bacterial_spot,Tomato_Bacterial_spot,87.61238
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.74721
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.465546
Tomato_Bacterial_spot,Tomato_Bacterial_spot,70.956924
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.67422
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.77028
Tomato_Bacterial_spot,Tomato_Bacterial_spot,82.06772
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.33555
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.55537
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,79.41524
Tomato_Bacterial_spot,Tomato_Bacterial_spot,55.909912
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.410385
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,68.90752
Tomato_Bacterial_spot,Tomato_Bacterial_spot,91.646454
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.85841
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.33918
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.96991
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.13468
Tomato_Bacterial_spot,Tomato_Spider_mites_Two_spotted_spider_mite,28.90321
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.551346
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.17014
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.43485
Tomato_Bacterial_spot,Tomato_Bacterial_spot,81.174736
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.81675
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.36415
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.57692
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.741356
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.63559
Tomato_Bacterial_spot,Tomato_Bacterial_spot,54.453693
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.2359
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.21651
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,51.60089
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.29009
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.66773
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.95916
Tomato_Bacterial_spot,Tomato_Late_blight,73.74639
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.31639
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,46.88111
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.72365
Tomato_Bacterial_spot,Tomato_Bacterial_spot,84.859406
Tomato_Bacterial_spot,Tomato_Bacterial_spot,83.35337
Tomato_Bacterial_spot,Tomato_Bacterial_spot,52.361244
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.36623
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.26335
Tomato_Bacterial_spot,Tomato_Bacterial_spot,53.855682
Tomato_Bacterial_spot,Tomato_Bacterial_spot,81.66917
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.04939
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.8969
Tomato_Bacterial_spot,Tomato_Bacterial_spot,42.982395
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.15097
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.05681
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.81471
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.164185
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.80896
Tomato_Bacterial_spot,Tomato_Bacterial_spot,43.169422
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.88042
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.091064
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.400764
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.283905
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.07204
Tomato_Bacterial_spot,Tomato_Bacterial_spot,64.87278
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.77872
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.71249
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.365715
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.702805
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.09699
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.73457
Tomato_Bacterial_spot,Tomato_Bacterial_spot,60.430126
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.98436
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.30607
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.24973
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.39472
Tomato_Bacterial_spot,Tomato_Bacterial_spot,56.45446
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.15256
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.74683
Tomato_Bacterial_spot,Tomato_Bacterial_spot,61.006367
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.05283
Tomato_Bacterial_spot,Tomato_Bacterial_spot,72.38272
Tomato_Bacterial_spot,Tomato_Bacterial_spot,91.66757
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.48609
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.56767
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.32373
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.932526
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.830215
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.47095
Tomato_Bacterial_spot,Tomato_Late_blight,73.8536
Tomato_Bacterial_spot,Tomato_Bacterial_spot,79.58629
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.815056
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.65064
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.95347
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.27237
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,30.744596
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.439415
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.61436
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.05902
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.735435
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.45179
Tomato_Bacterial_spot,Tomato_Bacterial_spot,75.17742
Tomato_Bacterial_spot,Tomato_Bacterial_spot,84.78625
Tomato_Bacterial_spot,Tomato_Bacterial_spot,67.32757
Tomato_Bacterial_spot,Tomato_Bacterial_spot,91.1941
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.84037
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.14802
Tomato_Bacterial_spot,Tomato_Bacterial_spot,51.996674
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.2429
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.82066
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.73384
Tomato_Bacterial_spot,Tomato_Bacterial_spot,67.24365
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,73.190796
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.324875
Tomato_Bacterial_spot,Tomato_Bacterial_spot,33.108902
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,62.238956
Tomato_Bacterial_spot,Tomato_Bacterial_spot,89.131355
Tomato_Bacterial_spot,Tomato_Bacterial_spot,92.50356
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.297356
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,76.22187
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.01333
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.302284
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.72112
Tomato_Bacterial_spot,Tomato_Bacterial_spot,80.543465
Tomato_Bacterial_spot,Tomato_Bacterial_spot,74.08671
Tomato_Bacterial_spot,Tomato_Bacterial_spot,62.0096
Tomato_Bacterial_spot,Tomato_Bacterial_spot,52.80735
Tomato_Bacterial_spot,Tomato_Bacterial_spot,79.12033
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.82383
Tomato_Bacterial_spot,Tomato_Bacterial_spot,68.64758
Tomato_Bacterial_spot,Tomato_Bacterial_spot,76.53553
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.1125
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.98076
Tomato_Bacterial_spot,Tomato_Late_blight,92.51015
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,61.333637
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.546646
Tomato_Bacterial_spot,Tomato_Bacterial_spot,86.25687
Tomato_Bacterial_spot,Tomato_Bacterial_spot,90.776405
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.54852
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.33475
Tomato_Bacterial_spot,Tomato_Bacterial_spot,89.55155
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.73067
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.695465
Tomato_Bacterial_spot,Tomato_Bacterial_spot,58.1401
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.92009
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.119286
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.89568
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.37003
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.88997
Tomato_Bacterial_spot,Tomato_Bacterial_spot,88.90024
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.95352
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.97419
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.574295
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.11197
Tomato_Bacterial_spot,Tomato_Early_blight,59.50772
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.81014
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.48939
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.39356
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.4144
Tomato_Bacterial_spot,Tomato_Bacterial_spot,93.8525
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.80483
Tomato_Bacterial_spot,Tomato_Leaf_Mold,73.72217
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.23515
Tomato_Bacterial_spot,Tomato_Bacterial_spot,94.66595
Tomato_Bacterial_spot,Tomato_Bacterial_spot,56.48471
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.09549
Tomato_Bacterial_spot,Tomato_Bacterial_spot,64.16801
Tomato_Bacterial_spot,Tomato_Bacterial_spot,98.47457
Tomato_Bacterial_spot,Tomato_Bacterial_spot,64.20287
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.51131
Tomato_Bacterial_spot,Tomato_Bacterial_spot,95.154
Tomato_Bacterial_spot,Tomato_Bacterial_spot,74.55717
Tomato_Bacterial_spot,Tomato_Bacterial_spot,65.0246
Tomato_Bacterial_spot,Tomato_Bacterial_spot,97.299614
Tomato_Bacterial_spot,Tomato_Septoria_leaf_spot,52.41807
Tomato_Bacterial_spot,Tomato_Bacterial_spot,99.346306
Tomato_Bacterial_spot,Tomato_Bacterial_spot,96.94174
Tomato_Early_blight,Tomato_Septoria_leaf_spot,32.28703
Tomato_Early_blight,Tomato_Early_blight,94.1138
Tomato_Early_blight,Tomato_Early_blight,93.55543
Tomato_Early_blight,Tomato_Spider_mites_Two_spotted_spider_mite,91.87516
Tomato_Early_blight,Tomato_Septoria_leaf_spot,32.39962
Tomato_Early_blight,Tomato_Early_blight,60.616833
Tomato_Early_blight,Tomato_Early_blight,51.02273
Tomato_Early_blight,Tomato_Early_blight,38.5396
Tomato_Early_blight,Tomato_Early_blight,49.89122
Tomato_Early_blight,Tomato_Late_blight,52.09583
Tomato_Early_blight,Pepper__bell___Bacterial_spot,62.754673
Tomato_Early_blight,Tomato_Early_blight,53.859467
Tomato_Early_blight,Tomato_Early_blight,66.39567
Tomato_Early_blight,Tomato_Late_blight,79.29116
Tomato_Early_blight,Tomato_Early_blight,27.660662
Tomato_Early_blight,Tomato_Late_blight,87.17028
Tomato_Early_blight,Tomato_Early_blight,75.80474
Tomato_Early_blight,Tomato_Early_blight,98.09909
Tomato_Early_blight,Tomato_Early_blight,93.67636
Tomato_Early_blight,Potato___Early_blight,44.521458
Tomato_Early_blight,Tomato_Late_blight,97.18186
Tomato_Early_blight,Tomato_Early_blight,64.6352
Tomato_Early_blight,Tomato_Bacterial_spot,45.88666
Tomato_Early_blight,Tomato_Early_blight,90.71153
Tomato_Early_blight,Tomato_Septoria_leaf_spot,68.753914
Tomato_Early_blight,Tomato_Early_blight,58.90393
Tomato_Early_blight,Tomato_Early_blight,60.149048
Tomato_Early_blight,Tomato_Early_blight,62.133522
Tomato_Early_blight,Tomato_Early_blight,62.946804
Tomato_Early_blight,Tomato__Target_Spot,51.71016
Tomato_Early_blight,Tomato_Early_blight,87.831635
Tomato_Early_blight,Tomato_Early_blight,85.76143
Tomato_Early_blight,Tomato_Early_blight,94.743355
Tomato_Early_blight,Tomato_Early_blight,79.653366
Tomato_Early_blight,Tomato_Late_blight,90.070015
Tomato_Early_blight,Tomato_Late_blight,87.11424
Tomato_Early_blight,Tomato_Spider_mites_Two_spotted_spider_mite,41.47931
Tomato_Early_blight,Tomato_Leaf_Mold,51.855804
Tomato_Early_blight,Tomato_Early_blight,86.79179
Tomato_Early_blight,Tomato_Early_blight,82.25159
Tomato_Early_blight,Tomato_Late_blight,68.33348
Tomato_Early_blight,Tomato_Early_blight,89.96619
Tomato_Early_blight,Tomato_Late_blight,99.29002
Tomato_Early_blight,Tomato_Early_blight,80.657
Tomato_Early_blight,Tomato_Early_blight,77.93262
Tomato_Early_blight,Tomato_Early_blight,79.56288
Tomato_Early_blight,Tomato_Early_blight,55.292313
Tomato_Early_blight,Tomato_Early_blight,97.90479
Tomato_Early_blight,Tomato_Early_blight,80.9026
Tomato_Early_blight,Potato___Early_blight,98.88449
Tomato_Early_blight,Tomato_Late_blight,52.043198
Tomato_Early_blight,Tomato_Early_blight,41.45808
Tomato_Early_blight,Tomato_Leaf_Mold,42.3078
Tomato_Early_blight,Tomato_Late_blight,73.65089
Tomato_Early_blight,Tomato_Septoria_leaf_spot,57.805016
Tomato_Early_blight,Tomato_Early_blight,76.1281
Tomato_Early_blight,Tomato_Early_blight,79.905495
Tomato_Early_blight,Tomato_Early_blight,91.09704
Tomato_Early_blight,Tomato_Early_blight,47.50883
Tomato_Early_blight,Tomato_Bacterial_spot,59.731792
Tomato_Early_blight,Tomato_Early_blight,97.971
Tomato_Early_blight,Tomato_Septoria_leaf_spot,41.05103
Tomato_Early_blight,Tomato_Early_blight,57.08796
Tomato_Early_blight,Tomato_Early_blight,68.3168
Tomato_Early_blight,Tomato_Early_blight,83.83687
